z,Dehalococcoides_BAV1_uid58477,Dehalococcoides_ethenogenes_195_uid57763
s784,NC_009455.1: 783000..784274,NC_002936.3: complement(740456..740650)
s785,NC_009455.1: 784276..785661,NC_002936.3: 741147..742718
s786,NC_009455.1: 785751..786920,NC_002936.3: complement(742715..743305)
s787,NC_009455.1: 786957..787628,NC_002936.3: 743524..744270
s788,NC_009455.1: 787770..788291,NC_002936.3: 744263..744988
s789,NC_009455.1: 788353..789048,NC_002936.3: 745089..745844
s790,NC_009455.1: complement(789067..789873),NC_002936.3: 745826..747061
s791,NC_009455.1: complement(789857..790765),NC_002936.3: complement(747131..747922)
s792,NC_009455.1: complement(790976..791176),NC_002936.3: complement(748199..748852)
s793,NC_009455.1: complement(791203..791457),NC_002936.3: complement(748864..749568)
s794,NC_009455.1: complement(791615..792367),NC_002936.3: complement(749578..750168)
s795,NC_009455.1: complement(792377..792787),NC_002936.3: 750271..750687
s796,NC_009455.1: complement(792796..794022),NC_002936.3: 750697..752157
s797,NC_009455.1: 794243..795325,NC_002936.3: 752158..752775
s798,NC_009455.1: 795608..795979,NC_002936.3: complement(752778..754379)
s799,NC_009455.1: 795970..796572,NC_002936.3: complement(754386..755483)
s800,NC_009455.1: 796577..797026,NC_002936.3: complement(755484..755984)
s801,NC_009455.1: 797016..798119,NC_002936.3: complement(756056..757306)
s802,NC_009455.1: 798119..799180,NC_002936.3: complement(757327..757728)
s803,NC_009455.1: 799164..799715,NC_002936.3: complement(757744..759261)
s804,NC_009455.1: 799722..800204,NC_002936.3: complement(759437..760435)
s805,NC_009455.1: 800206..800511,NC_002936.3: complement(760454..760990)
s806,NC_009455.1: 800528..802492,NC_002936.3: complement(760966..762675)
s807,NC_009455.1: 802502..803995,NC_002936.3: complement(762697..764364)
s808,NC_009455.1: 804002..805459,NC_002936.3: complement(764466..765107)
s809,NC_009455.1: 805470..806264,NC_002936.3: 765339..766940
s810,NC_009455.1: complement(806244..806900),NC_002936.3: 766947..767258
s811,NC_009455.1: 807025..808536,NC_002936.3: 767278..768555
s812,NC_009455.1: 808533..808943,NC_002936.3: 768546..769010
s813,NC_009455.1: complement(808951..809781),NC_002936.3: 769007..770362
s814,NC_009455.1: complement(809768..810034),NC_002936.3: 770363..771277
s815,NC_009455.1: complement(810044..811333),NC_002936.3: complement(771346..771936)
s816,NC_009455.1: complement(811324..812115),NC_002936.3: complement(771938..773014)
s817,NC_009455.1: complement(812136..813422),NC_002936.3: complement(773027..774337)
s818,NC_009455.1: complement(813511..814803),NC_002936.3: complement(774344..775750)
s819,NC_009455.1: complement(814846..815898),NC_002936.3: complement(775743..776981)
s820,NC_009455.1: complement(815901..816785),NC_002936.3: 777123..777413
s821,NC_009455.1: complement(816795..818687),NC_002936.3: 777414..778217
s822,NC_009455.1: 818933..820816,NC_002936.3: complement(778290..779090)
s823,NC_009455.1: 820821..821414,NC_002936.3: 779169..779720
s824,NC_009455.1: complement(821411..821899),NC_002936.3: 779756..780652
s825,NC_009455.1: complement(821914..822114),NC_002936.3: 780612..781862
s826,NC_009455.1: complement(822116..822499),NC_002936.3: 782066..782281
s827,NC_009455.1: 822668..822922,NC_002936.3: 782458..782673
s828,NC_009455.1: 822932..825418,NC_002936.3: 782828..784051
s829,NC_009455.1: 825516..826004,NC_002936.3: 784053..784763
s830,NC_009455.1: 826057..826884,NC_002936.3: 784776..785912
s831,NC_009455.1: 826914..827492,NC_002936.3: 785976..787793
s832,NC_009455.1: complement(827590..828360),NC_002936.3: 787934..789880
s833,NC_009455.1: 828813..830987,NC_002936.3: 789877..790725
s834,NC_009455.1: complement(831000..831857),NC_002936.3: 790726..791193
s835,NC_009455.1: 832264..833280,NC_002936.3: 791186..791671
s836,NC_009455.1: 833277..834383,NC_002936.3: 791685..793607
s837,NC_009455.1: complement(834960..836510),NC_002936.3: 793607..794200
s838,NC_009455.1: 837148..838239,NC_002936.3: 794203..795588
s839,NC_009455.1: 838232..838861,NC_002936.3: 795589..796668
s840,NC_009455.1: complement(839311..839619),NC_002936.3: 796678..797022
s841,NC_009455.1: 839769..840575,NC_002936.3: complement(797110..798039)
s842,NC_009455.1: 840634..841686,NC_002936.3: complement(798044..798610)
s843,NC_009455.1: complement(841740..842990),NC_002936.3: 798805..799290
s844,NC_009455.1: 843079..844347,NC_002936.3: 799295..802240
s845,NC_009455.1: 844331..846031,NC_002936.3: complement(802243..802911)
s846,NC_009455.1: 846047..846679,NC_002936.3: 802933..803160
s847,NC_009455.1: complement(846859..847641),NC_002936.3: complement(803344..803616)
s848,NC_009455.1: complement(847712..850006),NC_002936.3: complement(803653..805185)
s849,NC_009455.1: complement(850018..850308),NC_002936.3: 805598..806233
s850,NC_009455.1: 850493..850756,NC_002936.3: complement(806378..806929)
s851,NC_009455.1: 850798..852960,NC_002936.3: complement(806942..807490)
s852,NC_009455.1: 852977..853768,NC_002936.3: 807588..808082
s853,NC_009455.1: 853779..854795,NC_002936.3: 808039..808938
s854,NC_009455.1: 854798..855691,NC_002936.3: 809070..809294
s855,NC_009455.1: 855693..856358,NC_002936.3: 809291..810598
s856,NC_009455.1: 856318..856947,NC_002936.3: complement(810595..811248)
s857,NC_009455.1: complement(857067..858365),NC_002936.3: 811359..811589
s858,NC_009455.1: complement(858441..859025),NC_002936.3: 812082..814688
s859,NC_009455.1: complement(859070..860218),NC_002936.3: 815014..815649
s860,NC_009455.1: complement(860263..861375),NC_002936.3: complement(815703..815888)
s861,NC_009455.1: complement(861519..861692),NC_002936.3: 816371..816964
s862,NC_009455.1: complement(861739..862641),NC_002936.3: complement(817252..817488)
s863,NC_009455.1: complement(862644..863000),NC_002936.3: 817778..818047
s864,NC_009455.1: complement(863000..864781),NC_002936.3: complement(818037..818381)
s865,NC_009455.1: complement(864762..865076),NC_002936.3: complement(818381..820141)
s866,NC_009455.1: complement(865051..866526),NC_002936.3: complement(820138..821127)
s867,NC_009455.1: 866716..868236,NC_002936.3: complement(821124..821933)
s868,NC_009455.1: 868238..869113,NC_002936.3: complement(821943..822371)
s869,NC_009455.1: complement(869158..869475),NC_002936.3: complement(822372..822734)
s870,NC_009455.1: 869694..870338,NC_002936.3: complement(822740..823189)
s871,NC_009455.1: complement(870419..870790),NC_002936.3: complement(823205..823465)
s872,NC_009455.1: complement(870824..871354),NC_002936.3: complement(823530..823985)
s873,NC_009455.1: complement(871506..872219),NC_002936.3: 824132..824428
s874,NC_009455.1: complement(872223..872645),NC_002936.3: 824409..826679
s875,NC_009455.1: complement(872664..873197),NC_002936.3: 826681..831054
s876,NC_009455.1: complement(873244..873462),NC_002936.3: 831105..831449
s877,NC_009455.1: complement(873486..873653),NC_002936.3: complement(831857..832816)
s878,NC_009455.1: complement(873655..874857),NC_002936.3: complement(833034..833369)
s879,NC_009455.1: complement(875382..876095),NC_002936.3: 833734..835008
s880,NC_009455.1: complement(876108..877325),NC_002936.3: 835073..836395
s881,NC_009455.1: complement(877318..878307),NC_002936.3: 836422..836529
s882,NC_009455.1: 878437..878775,NC_002936.3: 836543..837652
s883,NC_009455.1: 878775..879806,NC_002936.3: 837715..837819
s884,NC_009455.1: 879824..880066,NC_002936.3: 837894..838349
s885,NC_009455.1: complement(880140..880952),NC_002936.3: 838407..839108
s886,NC_009455.1: complement(881276..882463),NC_002936.3: complement(839113..839919)
s887,NC_009455.1: 882952..883119,NC_002936.3: complement(839903..840811)
s888,NC_009455.1: complement(883376..883885),NC_002936.3: complement(841009..841209)
s889,NC_009455.1: complement(883925..884161),NC_002936.3: complement(841236..841490)
s890,NC_009455.1: complement(884411..884662),NC_002936.3: complement(841644..842378)
s891,NC_009455.1: complement(884864..885253),NC_002936.3: complement(842388..842798)
s892,NC_009455.1: complement(885274..886593),NC_002936.3: complement(842807..844033)
s893,NC_009455.1: complement(886821..890609),NC_002936.3: 844253..845344
s894,NC_009455.1: complement(890880..891449),NC_002936.3: 845625..845996
s895,NC_009455.1: complement(893905..894066),NC_002936.3: 845987..846589
s896,NC_009455.1: complement(894253..894420),NC_002936.3: 846594..847040
s897,NC_009455.1: 894502..895101,NC_002936.3: 847030..848133
s898,NC_009455.1: 895614..896360,NC_002936.3: 848133..849194
s899,NC_009455.1: 896390..896530,NC_002936.3: 849220..849729
s900,NC_009455.1: 896552..896827,NC_002936.3: 849736..850218
s901,NC_009455.1: complement(896854..897588),NC_002936.3: 850220..850525
s902,NC_009455.1: complement(897585..897908),NC_002936.3: 850542..852506
s903,NC_009455.1: complement(898119..899612),NC_002936.3: 852516..854009
s904,NC_009455.1: complement(899612..900214),NC_002936.3: 854028..855473
s905,NC_009455.1: complement(900263..901120),NC_002936.3: 855484..856278
s906,NC_009455.1: complement(901203..902720),NC_002936.3: complement(856258..856914)
s907,NC_009455.1: 903290..904654,NC_002936.3: 857033..858553
s908,NC_009455.1: 904778..905593,NC_002936.3: 858550..858960
s909,NC_009455.1: 905602..906735,NC_002936.3: complement(858979..859791)
s910,NC_009455.1: complement(906748..909792),NC_002936.3: complement(859778..860044)
s911,NC_009455.1: complement(910095..910775),NC_002936.3: complement(860054..861343)
s912,NC_009455.1: complement(911646..912761),NC_002936.3: complement(861334..862125)
s913,NC_009455.1: complement(912955..913335),NC_002936.3: complement(862146..863432)
s914,NC_009455.1: complement(913376..913516),NC_002936.3: complement(863521..864813)
s915,NC_009455.1: complement(913552..913995),NC_002936.3: complement(864856..865908)
s916,NC_009455.1: complement(914030..914437),NC_002936.3: complement(865911..866795)
s917,NC_009455.1: complement(914488..914817),NC_002936.3: complement(866805..868697)
s918,NC_009455.1: 915341..915583,NC_002936.3: 869031..870827
s919,NC_009455.1: complement(915656..916033),NC_002936.3: 870832..871416
s920,NC_009455.1: 916164..917489,NC_002936.3: complement(871423..871911)
s921,NC_009455.1: complement(917578..918717),NC_002936.3: complement(871926..872126)
s922,NC_009455.1: 918901..920667,NC_002936.3: complement(872128..872511)
s923,NC_009455.1: 920670..921533,NC_002936.3: 872691..872933
s924,NC_009455.1: 921640..922212,NC_002936.3: 872945..875431
s925,NC_009455.1: 922326..923009,NC_002936.3: 875527..876015
s926,NC_009455.1: 923017..924438,NC_002936.3: 876070..876897
s927,NC_009455.1: complement(924463..925452),NC_002936.3: 876927..877505
s928,NC_009455.1: complement(925425..926432),NC_002936.3: complement(877880..878182)
s929,NC_009455.1: complement(926434..927339),NC_002936.3: 878319..879101
s930,NC_009455.1: complement(927347..928264),NC_002936.3: 879202..880254
s931,NC_009455.1: complement(928341..930017),NC_002936.3: complement(880317..881558)
s932,NC_009455.1: 930263..931669,NC_002936.3: 881647..882915
s933,NC_009455.1: complement(932038..932736),NC_002936.3: 882899..884599
s934,NC_009455.1: complement(932733..936422),NC_002936.3: 884615..885247
s935,NC_009455.1: 936556..937737,NC_002936.3: complement(885356..886138)
s936,NC_009455.1: 937773..938309,NC_002936.3: complement(886205..888499)
s937,NC_009455.1: 938336..939010,NC_002936.3: complement(888511..888807)
s938,NC_009455.1: complement(939055..939480),NC_002936.3: 888987..889250
s939,NC_009455.1: complement(939508..941208),NC_002936.3: 889292..891454
s940,NC_009455.1: complement(941293..942624),NC_002936.3: 891471..892262
s941,NC_009455.1: complement(942751..943089),NC_002936.3: 892273..893289
s942,NC_009455.1: complement(943086..944312),NC_002936.3: 893291..894184
s943,NC_009455.1: complement(944451..945122),NC_002936.3: 894187..894810
s944,NC_009455.1: complement(945144..945914),NC_002936.3: 894812..895441
s945,NC_009455.1: complement(945915..947417),NC_002936.3: complement(895517..896788)
s946,NC_009455.1: complement(947419..948180),NC_002936.3: complement(896894..897475)
s947,NC_009455.1: complement(948174..949304),NC_002936.3: complement(897521..898669)
s948,NC_009455.1: complement(949317..950624),NC_002936.3: complement(898713..899825)
s949,NC_009455.1: complement(950621..951238),NC_002936.3: complement(899972..900145)
s950,NC_009455.1: complement(951254..951685),NC_002936.3: complement(900192..901094)
s951,NC_009455.1: complement(951817..952398),NC_002936.3: complement(901097..901453)
s952,NC_009455.1: 952520..953482,NC_002936.3: complement(901453..903234)
s953,NC_009455.1: complement(953582..954076),NC_002936.3: complement(903215..903529)
s954,NC_009455.1: 954256..955077,NC_002936.3: complement(903504..904979)
s955,NC_009455.1: 955128..956051,NC_002936.3: 905169..906692
s956,NC_009455.1: 956087..956635,NC_002936.3: 906694..907560
s957,NC_009455.1: 956635..957417,NC_002936.3: complement(907605..908039)
s958,NC_009455.1: 957451..958890,NC_002936.3: 908144..908788
s959,NC_009455.1: 958900..959562,NC_002936.3: complement(908864..909238)
s960,NC_009455.1: complement(959559..960422),NC_002936.3: complement(909274..909804)
s961,NC_009455.1: 960533..961264,NC_002936.3: complement(909962..910675)
s962,NC_009455.1: complement(961357..962100),NC_002936.3: complement(910679..911101)
s963,NC_009455.1: complement(962311..963864),NC_002936.3: complement(911120..911653)
s964,NC_009455.1: 963945..964229,NC_002936.3: complement(911699..911917)
s965,NC_009455.1: 964367..965155,NC_002936.3: complement(911941..912108)
s966,NC_009455.1: complement(965167..966294),NC_002936.3: complement(912110..913312)
s967,NC_009455.1: 966773..971665,NC_002936.3: complement(913838..914551)
s968,NC_009455.1: complement(971782..972189),NC_002936.3: complement(914564..915781)
s969,NC_009455.1: complement(972332..973159),NC_002936.3: complement(915785..916762)
s970,NC_009455.1: 973279..973827,NC_002936.3: complement(916746..916877)
s971,NC_009455.1: 974018..974497,NC_002936.3: 916889..917227
s972,NC_009455.1: 974541..976766,NC_002936.3: 917227..918258
s973,NC_009455.1: 976763..978673,NC_002936.3: 918278..918520
s974,NC_009455.1: 978770..979078,NC_002936.3: complement(918594..919406)
s975,NC_009455.1: complement(979602..980105),NC_002936.3: 919661..919873
s976,NC_009455.1: 980352..981950,NC_002936.3: complement(919856..920365)
s977,NC_009455.1: 981952..982248,NC_002936.3: complement(920404..920640)
s978,NC_009455.1: 982305..982607,NC_002936.3: 920639..920776
s979,NC_009455.1: 982610..983080,NC_002936.3: complement(920892..921143)
s980,NC_009455.1: complement(983101..983373),NC_002936.3: complement(921344..921733)
s981,NC_009455.1: 983394..984158,NC_002936.3: complement(921754..923073)
s982,NC_009455.1: complement(984314..984946),NC_002936.3: complement(923278..927054)
s983,NC_009455.1: complement(985258..985905),NC_002936.3: 927090..927227
s984,NC_009455.1: complement(985958..986194),NC_002936.3: complement(927224..927793)
s985,NC_009455.1: 986338..986589,NC_002936.3: complement(930011..930214)
s986,NC_009455.1: complement(986586..987053),NC_002936.3: complement(930370..930462)
s987,NC_009455.1: complement(987082..988293),NC_002936.3: 931014..931727
s988,NC_009455.1: complement(988326..988943),NC_002936.3: 931757..931897
s989,NC_009455.1: complement(988946..990043),NC_002936.3: 931919..932194
s990,NC_009455.1: complement(990189..990953),NC_002936.3: complement(932220..932954)
s991,NC_009455.1: 991066..991635,NC_002936.3: complement(933055..933207)
s992,NC_009455.1: 991638..992201,NC_002936.3: complement(933492..934979)
s993,NC_009455.1: 992230..992757,NC_002936.3: complement(934979..935527)
s994,NC_009455.1: complement(992754..994454),NC_002936.3: complement(935630..936484)
s995,NC_009455.1: complement(994553..996769),NC_002936.3: complement(936560..938083)
s996,NC_009455.1: 997037..997585,NC_002936.3: 938488..938631
s997,NC_009455.1: 997588..998583,NC_002936.3: 938654..940018
s998,NC_009455.1: 998586..999872,NC_002936.3: 940140..940955
s999,NC_009455.1: 999908..1001002,NC_002936.3: 940964..942085
s1000,NC_009455.1: 1001058..1004297,NC_002936.3: complement(942098..945142)
s1001,NC_009455.1: 1004307..1005092,NC_002936.3: complement(945444..946124)
s1002,NC_009455.1: complement(1005174..1005743),NC_002936.3: complement(946036..946869)
s1003,NC_009455.1: complement(1005777..1006823),NC_002936.3: complement(946995..948110)
s1004,NC_009455.1: complement(1006832..1008133),NC_002936.3: complement(948304..948666)
s1005,NC_009455.1: complement(1008151..1009419),NC_002936.3: complement(948726..948866)
s1006,NC_009455.1: 1009723..1010808,NC_002936.3: complement(948903..949346)
s1007,NC_009455.1: 1010833..1012791,NC_002936.3: complement(949381..949788)
s1008,NC_009455.1: 1012910..1013977,NC_002936.3: complement(949837..950166)
s1009,NC_009455.1: 1013977..1014810,NC_002936.3: 950564..950665
s1010,NC_009455.1: complement(1014895..1016946),NC_002936.3: complement(950648..951583)
s1011,NC_009455.1: complement(1017026..1017622),NC_002936.3: complement(951664..951807)
s1012,NC_009455.1: complement(1017700..1017966),NC_002936.3: 951918..952160
s1013,NC_009455.1: complement(1018000..1018908),NC_002936.3: complement(952236..952613)
s1014,NC_009455.1: 1019074..1020897,NC_002936.3: 952744..954069
s1015,NC_009455.1: 1020975..1021466,NC_002936.3: complement(954162..955301)
s1016,NC_009455.1: complement(1021478..1022293),NC_002936.3: 955485..957251
s1017,NC_009455.1: 1022455..1025031,NC_002936.3: 957254..958117
s1018,NC_009455.1: complement(1025028..1025246),NC_002936.3: 958221..958778
s1019,NC_009455.1: 1025486..1025854,NC_002936.3: 958881..959564
s1020,NC_009455.1: complement(1025915..1026676),NC_002936.3: 959571..960992
s1021,NC_009455.1: 1026840..1027385,NC_002936.3: 961002..961163
s1022,NC_009455.1: 1027406..1028503,NC_002936.3: 961200..962606
s1023,NC_009455.1: 1028507..1029106,NC_002936.3: complement(962598..962717)
s1024,NC_009455.1: 1029280..1030416,NC_002936.3: complement(962975..963673)
s1025,NC_009455.1: complement(1030391..1031905),NC_002936.3: complement(963670..966975)
s1026,NC_009455.1: complement(1031928..1032515),NC_002936.3: 967110..968297
s1027,NC_009455.1: complement(1032621..1032878),NC_002936.3: 968488..969315
s1028,NC_009455.1: complement(1032881..1033132),NC_002936.3: complement(969361..970917)
s1029,NC_009455.1: complement(1033205..1034365),NC_002936.3: complement(970929..971345)
s1030,NC_009455.1: complement(1034805..1035632),NC_002936.3: complement(971350..972909)
s1031,NC_009455.1: 1035825..1038026,NC_002936.3: complement(973286..974761)
s1032,NC_009455.1: 1038026..1040707,NC_002936.3: complement(974754..975179)
s1033,NC_009455.1: 1041208..1042422,NC_002936.3: complement(975247..976053)
s1034,NC_009455.1: complement(1042456..1042695),NC_002936.3: 975766..976080
s1035,NC_009455.1: complement(1043609..1044559),NC_002936.3: complement(976050..977468)
s1036,NC_009455.1: 1044575..1045537,NC_002936.3: complement(977471..978580)
s1037,NC_009455.1: 1045671..1046033,NC_002936.3: complement(978573..980843)
s1038,NC_009455.1: 1046008..1046976,NC_002936.3: complement(980863..981225)
s1039,NC_009455.1: 1047110..1047364,NC_002936.3: complement(981225..983948)
s1040,NC_009455.1: 1047530..1048384,NC_002936.3: complement(984128..984505)
s1041,NC_009455.1: 1048629..1049255,NC_002936.3: complement(984517..985125)
s1042,NC_009455.1: 1049511..1050575,NC_002936.3: complement(985132..985458)
s1043,NC_009455.1: complement(1050595..1051131),NC_002936.3: complement(985460..985843)
s1044,NC_009455.1: complement(1051128..1051502),NC_002936.3: complement(985840..986157)
s1045,NC_009455.1: complement(1051637..1052209),NC_002936.3: complement(986172..986459)
s1046,NC_009455.1: complement(1052428..1052763),NC_002936.3: complement(986530..987747)
s1047,NC_009455.1: complement(1052785..1053252),NC_002936.3: complement(987763..988491)
s1048,NC_009455.1: 1053546..1053836,NC_002936.3: complement(988488..989822)
s1049,NC_009455.1: 1053836..1054501,NC_002936.3: complement(989902..991509)
s1050,NC_009455.1: 1054644..1054838,NC_002936.3: complement(992386..992586)
s1051,NC_009455.1: complement(1054851..1055411),NC_002936.3: complement(992564..992788)
s1052,NC_009455.1: 1055423..1055761,NC_002936.3: complement(992779..993474)
s1053,NC_009455.1: 1055918..1056118,NC_002936.3: complement(993620..994885)
s1054,NC_009455.1: 1056343..1057419,NC_002936.3: complement(994886..995467)
s1055,NC_009455.1: 1057492..1058727,NC_002936.3: complement(995584..995931)
s1056,NC_009455.1: 1058734..1059552,NC_002936.3: complement(996094..996522)
s1057,NC_009455.1: 1059625..1060821,NC_002936.3: complement(996743..998089)
s1058,NC_009455.1: 1060828..1061718,NC_002936.3: complement(998070..998357)
s1059,NC_009455.1: 1061781..1063001,NC_002936.3: complement(998517..1000886)
s1060,NC_009455.1: 1063002..1064387,NC_002936.3: complement(1000886..1001215)
s1061,NC_009455.1: complement(1064397..1064585),NC_002936.3: complement(1001731..1003719)
s1062,NC_009455.1: 1064714..1066348,NC_002936.3: complement(1004005..1004577)
s1063,NC_009455.1: 1066358..1067197,NC_002936.3: complement(1004570..1005709)
s1064,NC_009455.1: 1067214..1068056,NC_002936.3: complement(1005699..1006025)
s1065,NC_009455.1: 1068081..1068926,NC_002936.3: complement(1006322..1006843)
s1066,NC_009455.1: 1068956..1069888,NC_002936.3: 1007315..1008274
s1067,NC_009455.1: 1070015..1072471,NC_002936.3: 1008300..1008710
s1068,NC_009455.1: 1072479..1073165,NC_002936.3: 1008713..1010545
s1069,NC_009455.1: 1073282..1074952,NC_002936.3: 1010542..1010766
s1070,NC_009455.1: complement(1075045..1075275),NC_002936.3: 1010792..1014019
s1071,NC_009455.1: 1075436..1076275,NC_002936.3: 1014033..1014701
s1072,NC_009455.1: 1076306..1076509,NC_002936.3: 1014691..1015770
s1073,NC_009455.1: 1076585..1077028,NC_002936.3: 1015763..1017526
s1074,NC_009455.1: 1077033..1077251,NC_002936.3: 1017541..1018026
s1075,NC_009455.1: 1077277..1078209,NC_002936.3: 1018023..1021082
s1076,NC_009455.1: 1078209..1078961,NC_002936.3: 1021119..1022120
s1077,NC_009455.1: 1078973..1079404,NC_002936.3: 1022121..1022840
s1078,NC_009455.1: 1079409..1079669,NC_002936.3: 1022852..1023262
s1079,NC_009455.1: complement(1079934..1081445),NC_002936.3: 1023272..1023745
s1080,NC_009455.1: complement(1081517..1084963),NC_002936.3: complement(1024018..1024119)
s1081,NC_009455.1: 1085113..1086234,NC_002936.3: 1024118..1024792
s1082,NC_009455.1: 1086247..1086513,NC_002936.3: complement(1024844..1025269)
s1083,NC_009455.1: 1086510..1086836,NC_002936.3: complement(1025338..1027038)
s1084,NC_009455.1: complement(1086876..1088060),NC_002936.3: complement(1027124..1028455)
s1085,NC_009455.1: complement(1088150..1088992),NC_002936.3: complement(1028577..1028915)
s1086,NC_009455.1: complement(1089183..1089953),NC_002936.3: complement(1028912..1030138)
s1087,NC_009455.1: 1090057..1091331,NC_002936.3: complement(1030278..1030949)
s1088,NC_009455.1: complement(1091413..1092138),NC_002936.3: complement(1030971..1031741)
s1089,NC_009455.1: complement(1092219..1092629),NC_002936.3: complement(1031742..1033244)
s1090,NC_009455.1: complement(1092622..1093131),NC_002936.3: complement(1033246..1034007)
s1091,NC_009455.1: 1093161..1093454,NC_002936.3: complement(1034001..1035131)
s1092,NC_009455.1: complement(1093402..1094586),NC_002936.3: complement(1035144..1036451)
s1093,NC_009455.1: complement(1094586..1095314),NC_002936.3: complement(1036448..1037065)
s1094,NC_009455.1: complement(1095463..1096005),NC_002936.3: complement(1037081..1037512)
s1095,NC_009455.1: 1096381..1097490,NC_002936.3: complement(1037633..1038214)
s1096,NC_009455.1: complement(1097586..1097906),NC_002936.3: 1038336..1039298
s1097,NC_009455.1: 1098230..1100098,NC_002936.3: complement(1039387..1039887)
s1098,NC_009455.1: complement(1100316..1101722),NC_002936.3: 1040057..1040878
s1099,NC_009455.1: complement(1101790..1102227),NC_002936.3: 1040929..1041852
s1100,NC_009455.1: complement(1103547..1103951),NC_002936.3: 1041888..1042436
s1101,NC_009455.1: 1104182..1104745,NC_002936.3: 1042436..1043212
s1102,NC_009455.1: complement(1104812..1105159),NC_002936.3: 1043252..1044697
s1103,NC_009455.1: 1105355..1105810,NC_002936.3: 1044707..1045369
s1104,NC_009455.1: 1106002..1106190,NC_002936.3: complement(1045366..1046187)
s1105,NC_009455.1: complement(1106285..1107112),NC_002936.3: complement(1046592..1047335)
s1106,NC_009455.1: complement(1107102..1108475),NC_002936.3: complement(1050263..1050379)
s1107,NC_009455.1: complement(1108447..1108995),NC_002936.3: complement(1050564..1050971)
s1108,NC_009455.1: complement(1109009..1109284),NC_002936.3: complement(1051054..1051884)
s1109,NC_009455.1: complement(1109405..1110721),NC_002936.3: complement(1051981..1052475)
s1110,NC_009455.1: complement(1110721..1111758),NC_002936.3: complement(1052490..1052792)
s1111,NC_009455.1: complement(1111832..1112701),NC_002936.3: complement(1052832..1053236)
s1112,NC_009455.1: 1113099..1113323,NC_002936.3: complement(1053254..1054609)
s1113,NC_009455.1: complement(1113415..1113906),NC_002936.3: complement(1054606..1055970)
s1114,NC_009455.1: 1114066..1114521,NC_002936.3: complement(1055981..1057366)
s1115,NC_009455.1: 1114551..1115120,NC_002936.3: complement(1057395..1059014)
s1116,NC_009455.1: complement(1115573..1116304),NC_002936.3: complement(1059026..1059418)
s1117,NC_009455.1: 1116451..1116999,NC_002936.3: complement(1059428..1059754)
s1118,NC_009455.1: complement(1116990..1117793),NC_002936.3: complement(1059782..1060606)
s1119,NC_009455.1: complement(1117917..1118060),NC_002936.3: complement(1060784..1061890)
s1120,NC_009455.1: complement(1118082..1118303),NC_002936.3: complement(1061933..1062601)
s1121,NC_009455.1: 1118555..1119151,NC_002936.3: complement(1062631..1063434)
s1122,NC_009455.1: complement(1119126..1120034),NC_002936.3: complement(1063641..1064357)
s1123,NC_009455.1: 1120259..1120663,NC_002936.3: 1064576..1065055
s1124,NC_009455.1: 1120653..1120907,NC_002936.3: 1065198..1065506
s1125,NC_009455.1: 1120914..1121120,NC_002936.3: complement(1065596..1066378)
s1126,NC_009455.1: 1121200..1122120,NC_002936.3: complement(1066386..1066532)
s1127,NC_009455.1: complement(1122113..1122427),NC_002936.3: complement(1066541..1066687)
s1128,NC_009455.1: 1122558..1123016,NC_002936.3: complement(1066680..1067150)
s1129,NC_009455.1: complement(1123023..1123799),NC_002936.3: complement(1067153..1067497)
s1130,NC_009455.1: complement(1123763..1124005),NC_002936.3: complement(1067514..1067810)
s1131,NC_009455.1: complement(1124085..1124465),NC_002936.3: complement(1067812..1069410)
s1132,NC_009455.1: 1124574..1124861,NC_002936.3: 1069696..1070166
s1133,NC_009455.1: 1124861..1126321,NC_002936.3: 1070556..1071083
s1134,NC_009455.1: 1126338..1126802,NC_002936.3: 1071173..1072276
s1135,NC_009455.1: 1126926..1127300,NC_002936.3: 1072282..1073361
s1136,NC_009455.1: 1127306..1127515,NC_002936.3: 1073354..1074172
s1137,NC_009455.1: 1127512..1128432,NC_002936.3: complement(1074325..1075131)
s1138,NC_009455.1: 1128432..1129127,NC_002936.3: 1075274..1075753
s1139,NC_009455.1: 1129265..1129747,NC_002936.3: 1075797..1078022
s1140,NC_009455.1: 1129770..1130966,NC_002936.3: 1078019..1079932
s1141,NC_009455.1: complement(1131046..1132017),NC_002936.3: complement(1080351..1081034)
s1142,NC_009455.1: complement(1132072..1132926),NC_002936.3: complement(1081208..1081408)
s1143,NC_009455.1: 1133012..1134022,NC_002936.3: complement(1081773..1082420)
s1144,NC_009455.1: 1134019..1134951,NC_002936.3: complement(1082469..1082705)
s1145,NC_009455.1: complement(1134955..1135812),NC_002936.3: 1082804..1083100
s1146,NC_009455.1: complement(1135818..1136357),NC_002936.3: complement(1083097..1083564)
s1147,NC_009455.1: complement(1136407..1136568),NC_002936.3: complement(1083591..1084802)
s1148,NC_009455.1: 1136724..1136948,NC_002936.3: complement(1084835..1085452)
s1149,NC_009455.1: 1136964..1137641,NC_002936.3: complement(1085455..1086552)
s1150,NC_009455.1: 1137734..1140082,NC_002936.3: complement(1086702..1087466)
s1151,NC_009455.1: 1140092..1141297,NC_002936.3: 1087571..1088149
s1152,NC_009455.1: 1141310..1141765,NC_002936.3: 1088152..1088715
s1153,NC_009455.1: 1141762..1142316,NC_002936.3: 1088741..1089268
s1154,NC_009455.1: 1142347..1143474,NC_002936.3: complement(1089265..1090965)
s1155,NC_009455.1: 1143589..1145196,NC_002936.3: complement(1091057..1093273)
